StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,regret_yn,decision,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,emo_event,rumination_nr,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,PID,DAY_NUM,SURVEY_TYPE,DECISION_TO_SHOW,NEXT_SURVEY,DECISION
2025-04-24 22:05:02,2025-04-24 22:06:38,IP Address,65.115.65.90,100,96,True,2025-04-24 22:06:39,R_1qBdY0HpJsVwR7X,Participant,Participant,kpetrova@stanford.edu,112228,37.3526,-121.9541,anonymous,EN,Yes,My phone broke today and because of me I was too lazy to move and I accidentally drop it off the table and it broke and I couldn’t do this respond until now and I regret it I fuckin piss,100,I did something else not listed above (please describe in the field below),"I just punched my pillow and scream into it ",Couldn't stop thinking about it,100,100,100,0,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,112228,6,general,Don’t have a jacket and I Am outside taking orders and I am freezing rn,followup,My phone broke today and because of me I was too lazy to move and I accidentally drop it off the table and it broke and I couldn’t do this respond until now and I regret it I fuckin piss
2025-04-24 22:07:00,2025-04-24 22:07:14,IP Address,99.117.99.67,100,14,True,2025-04-24 22:07:15,R_6qDx790KarcxYAh,Participant,Participant,kpetrova@stanford.edu,111931,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,N/a,Haven't thought about it at all,,,,,,,,,,,,,,,,,,111931,7,general,,general,
2025-04-24 22:09:17,2025-04-24 22:10:11,IP Address,209.107.180.190,100,53,True,2025-04-24 22:10:12,R_62mp3Oxim3Z3ttb,Participant,Participant,kpetrova@stanford.edu,111970,47.6109,-122.3303,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,57,"I thought of other ways to interpret the situation.,I tried to accept the situation and my feelings.",,Thought about it a little,16,34,47,35,"Yes, I think this situation is resolved",111970,1,followup,share my thoughts about to feel fear with family,general,
2025-04-25 00:20:35,2025-04-25 00:21:11,IP Address,210.1.181.121,100,36,True,2025-04-25 00:21:12,R_4wUr3DP3a8N6sOB,Participant,Participant,kpetrova@stanford.edu,112216,34.7015,135.4683,anonymous,EN,No,,,,,,,,,,,I had good lunch,Haven't thought about it at all,7,,11,,,17,,,,,,,,,,,,112216,6,general,"I should have slept earlier, now I'm too tired",general,
2025-04-25 05:07:41,2025-04-25 05:07:59,IP Address,210.1.181.121,100,18,True,2025-04-25 05:08:00,R_9jHTaBcLaG4zFnC,Participant,Participant,kpetrova@stanford.edu,112216,34.7015,135.4683,anonymous,EN,No,,,,,,,,,,,I took a nap,Haven't thought about it at all,,,,,,56,,,,,,,,,,,,112216,6,general,"I should have slept earlier, now I'm too tired",general,
2025-04-25 08:07:26,2025-04-25 08:08:04,IP Address,104.2.162.141,100,37,True,2025-04-25 08:08:04,R_6zzQ09CpRIs53yA,Participant,Participant,kpetrova@stanford.edu,91237,29.7373,-95.3972,anonymous,EN,No,,,,,,,,,,,I felt stressed finding out my tire popped,Thought about it a lot,11,0,28,0,0,24,0,7,,,,,,,,,,91237,6,general,,general,
2025-04-25 08:31:03,2025-04-25 08:31:46,IP Address,97.82.86.2,100,43,True,2025-04-25 08:31:47,R_5BRSln82ApfWbMS,Participant,Participant,kpetrova@stanford.edu,110362,36.213,-86.3011,anonymous,EN,No,,,,,,,,,,,My boyfriend and I are not getting along for whatever reasons he has in his head,Haven't thought about it at all,,,,,,,,,,,,,,,,,,110362,5,general,I didn’t finish the last part of my conference class although I wanted to,general,
2025-04-25 09:13:18,2025-04-25 09:15:08,IP Address,108.71.94.153,100,110,True,2025-04-25 09:15:09,R_3DUb3E1b1JgEAsJ,Participant,Participant,kpetrova@stanford.edu,106762,37.3793,-122.12,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,19,"I tried to (or made a plan to) change the situation.,I turned to someone else for support or comfort.",,Thought about it a little,,,20,15,"No, I might feel regret or think more about this situation in the near future",106762,7,followup,I confronted my friend,,
2025-04-25 09:22:10,2025-04-25 09:24:07,IP Address,108.233.122.108,100,116,True,2025-04-25 09:24:07,R_6R8L4BFAtATTGgz,Participant,Participant,kpetrova@stanford.edu,111661,37.4371,-121.8954,anonymous,EN,Yes,I planned on finishing my assignments that were late but ended up not doing them because I got distracted by social media and I lacked the energy to get them done.,30,I tried to accept the situation and my feelings.,,Thought about it a little,,,13,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111661,1,,,general,I planned on finishing my assignments that were late but ended up not doing them because I got distracted by social media and I lacked the energy to get them done.
2025-04-25 09:27:30,2025-04-25 09:30:57,IP Address,209.107.180.9,100,206,True,2025-04-25 09:30:57,R_5mPAWkjncDWSIYp,Participant,Participant,kpetrova@stanford.edu,111970,47.6109,-122.3303,anonymous,EN,No,,,,,,,,,,,"I’m just anxious person. And worry a lot about many things, like what president have done, or planning to do, and how it affects our lives ",Thought about it a lot,0,,74,61,80,44,90,97,,,,,,,,,,111970,2,general,share my thoughts about to feel fear with family,general,
2025-04-25 09:38:08,2025-04-25 09:38:31,IP Address,12.75.216.114,100,23,True,2025-04-25 09:38:32,R_1lgYgIZzkclpHaf,Participant,Participant,kpetrova@stanford.edu,112093,45.5248,-122.6789,anonymous,EN,No,,,,,,,,,,,"i slept really well im him fuck you! ",Couldn't stop thinking about it,98,99,,,,99,,,,,,,,,,,,112093,7,general,went to sleep late and woke up early,general,
2025-04-25 09:48:16,2025-04-25 09:48:35,IP Address,172.56.43.152,100,19,True,2025-04-25 09:48:36,R_6laEhnCxEma0ZtT,Participant,Participant,kpetrova@stanford.edu,112183,37.7797,-122.4159,anonymous,EN,No,,,,,,,,,,,I got to sleep in,Haven't thought about it at all,89,43,10,12,10,43,5,10,,,,,,,,,,112183,7,general,,general,
2025-04-25 09:59:21,2025-04-25 09:59:49,IP Address,67.169.33.216,100,27,True,2025-04-25 09:59:50,R_5JtuUoTTR81vkma,Participant,Participant,kpetrova@stanford.edu,112144,37.2507,-121.836,anonymous,EN,No,,,,,,,,,,,"My girlfriend brought me coffee before she went to work ",Thought about it a little,100,,,,,,,,,,,,,,,,,112144,7,general,Woke up early and went to the gym,general,
2025-04-25 10:00:13,2025-04-25 10:01:19,IP Address,174.227.159.92,100,66,True,2025-04-25 10:01:19,R_1tnFrt2CbVyZ29d,Participant,Participant,kpetrova@stanford.edu,109702,38.768,-121.3349,anonymous,EN,Yes,"I stayed up late last night watching tv and I’m tired at work today. I regret not following my routine. ",,"I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.,I tried to (or made a plan to) change the situation.",,Thought about it a little,,91,96,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,109702,6,general,I returned to work from vacation and regret not taking an additional day,general,"I stayed up late last night watching tv and I’m tired at work today. I regret not following my routine. "
2025-04-25 10:05:13,2025-04-25 10:05:39,IP Address,172.59.130.131,100,25,True,2025-04-25 10:05:39,R_1FgGVq7OpHT8xIx,Participant,Participant,kpetrova@stanford.edu,112225,37.9622,-122.3455,anonymous,EN,No,,,,,,,,,,,I got coffee and now I feel energized,Thought about it a little,88,,,,,44,,,,,,,,,,,,112225,5,general,I didnt stick up for myself when ask to complete more work than other people.,general,
2025-04-25 10:08:19,2025-04-25 10:09:14,IP Address,172.59.160.102,100,54,True,2025-04-25 10:09:15,R_7v0q9l9WyJYBPJG,Participant,Participant,kpetrova@stanford.edu,111928,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,I went to the dentist today. It was a new perspective now that I am studying to be a Dental Hygienist.,Thought about it a little,69,0,26,0,0,73,0,0,,,,,,,,,,111928,3,general,"I planned a movie date to be 3pm for today but I finished class early and had to push it earlier to 2pm, which might have messed up my girlfriends schedule.",general,
2025-04-25 10:09:19,2025-04-25 10:10:03,IP Address,172.59.160.102,100,43,True,2025-04-25 10:10:03,R_534vy27coK7N7J9,Participant,Participant,kpetrova@stanford.edu,111928,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,I was going to eat dinner at home but ended up staying out later than I expected and ordered takeout instead.,Haven't thought about it at all,84,1,0,0,0,80,0,0,,,,,,,,,,111928,2,general,"I planned a movie date to be 3pm for today but I finished class early and had to push it earlier to 2pm, which might have messed up my girlfriends schedule.",general,
2025-04-25 10:11:48,2025-04-25 10:12:21,IP Address,24.7.57.2,100,33,True,2025-04-25 10:12:21,R_3hR6cfgLwL2Nt3E,Participant,Participant,kpetrova@stanford.edu,103234,37.4001,-121.8531,anonymous,EN,No,,,,,,,,,,,Slept good,,92,44,11,,,65,,,,,,,,,,,,103234,5,general,Ate fast food,general,
2025-04-25 10:19:31,2025-04-25 10:20:51,IP Address,98.97.24.36,100,80,True,2025-04-25 10:20:52,R_7jQaP1qRKoPW2zV,Participant,Participant,kpetrova@stanford.edu,109033,37.3388,-121.8916,anonymous,EN,No,,,,,,,,,,,I was disappointed that my friend asked me to lend him money,Thought about it a little,,,,,15,,,29,,,,,,,,,,109033,7,general,"I wanted to come up to someone, but their friend came over to them so I didn’t",general,
2025-04-25 10:27:12,2025-04-25 10:27:59,IP Address,172.59.160.26,100,46,True,2025-04-25 10:28:00,R_38S9EMbtmDA2LV7,Participant,Participant,kpetrova@stanford.edu,112228,37.3313,-121.8401,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,99,"I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.",,Thought about it a lot,100,100,98,4,"No, I might feel regret or think more about this situation in the near future",112228,7,followup,My phone broke today and because of me I was too lazy to move and I accidentally drop it off the table and it broke and I couldn’t do this respond until now and I regret it I fuckin piss,,
2025-04-25 10:27:12,2025-04-25 10:28:06,IP Address,24.253.100.237,100,53,True,2025-04-25 10:28:06,R_7VjD1mBd3Kq3Bi2,Participant,Participant,kpetrova@stanford.edu,112039,36.2819,-115.1475,anonymous,EN,No,,,,,,,,,,,"I slept more than enough last night ",Thought about it a little,54,73,45,29,19,60,15,27,,,,,,,,,,112039,3,general,,general,
2025-04-25 10:28:20,2025-04-25 10:29:16,IP Address,71.202.167.220,100,56,True,2025-04-25 10:29:17,R_1mkEdSM7UtCbPbP,Participant,Participant,kpetrova@stanford.edu,111928,37.2941,-121.8996,anonymous,EN,No,,,,,,,,,,,I am out of fresh food and have to resort to frozen food for today.,Thought about it a little,23,0,0,0,0,0,0,35,,,,,,,,,,111928,3,general,"I planned a movie date to be 3pm for today but I finished class early and had to push it earlier to 2pm, which might have messed up my girlfriends schedule.",general,
2025-04-25 10:33:38,2025-04-25 10:34:31,IP Address,76.220.58.0,100,53,True,2025-04-25 10:34:32,R_1IROpzN0MzSyeCR,Participant,Participant,kpetrova@stanford.edu,112126,37.3767,-122.0198,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,45,I tried to distract myself from the event or my emotions.,,Thought about it a lot,,19,15,,"No, I might feel regret or think more about this situation in the near future",112126,3,followup,I didn’t have time to do my homework,,
2025-04-25 10:37:19,2025-04-25 10:38:03,IP Address,174.194.197.198,100,43,True,2025-04-25 10:38:03,R_1QRH5uKTf8mnLkH,Participant,Participant,kpetrova@stanford.edu,111664,37.5281,-121.9732,anonymous,EN,Yes,"I should have eaten breakfast ",56,I thought of other ways to interpret the situation.,,Thought about it a little,45,49,53,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111664,4,general,I forgot to do the survey and it can affect my grade,general,"I should have eaten breakfast "
2025-04-25 10:41:28,2025-04-25 10:44:12,IP Address,73.70.87.1,100,164,True,2025-04-25 10:44:12,R_5iMGUIFBNc63VO9,Participant,Participant,kpetrova@stanford.edu,108934,37.3974,-122.001,anonymous,EN,No,,,,,,,,,,,"Last night dream - struggling uphill in a snowy Istanbul, lingering sense of continuance past awakening",Thought about it a lot,20,28,0,0,0,40,1,10,,,,,,,,,,108934,4,general,Intense & brief fight/ shouting match in the car (me driving) with my husband about a very minor household item,general,
2025-04-25 10:45:33,2025-04-25 10:46:19,IP Address,73.158.105.181,100,46,True,2025-04-25 10:46:20,R_3HOACX4RycqeVuG,Participant,Participant,kpetrova@stanford.edu,112288,37.3793,-122.12,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,47,"I thought of other ways to interpret the situation.,I tried to distract myself from the event or my emotions.",,Thought about it a lot,49,58,41,5,"Yes, I think this situation is resolved",112288,2,followup,I was asked to go have dinner and I’m at dinner. Although I’m having a really good time I wish I had thought about my homework first.,general,
2025-04-25 10:43:20,2025-04-25 10:49:57,IP Address,174.195.87.157,100,397,True,2025-04-25 10:49:57,R_7b9cQMBLfK0jo9r,Participant,Participant,kpetrova@stanford.edu,111967,37.7428,-122.1745,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,72,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.,I tried to (or made a plan to) change the situation.,I turned to someone else for support or comfort.,I tried to accept the situation and my feelings.",,Thought about it a lot,51,58,0,,"No, I might feel regret or think more about this situation in the near future",111967,6,followup,My dad coming to live with me and me not having courage to tell him its not fun to live with my dad at 23!,,
2025-04-25 10:52:07,2025-04-25 10:53:08,IP Address,23.119.120.72,100,60,True,2025-04-25 10:53:08,R_3qgi3wjU5dbBJg4,Participant,Participant,kpetrova@stanford.edu,111595,37.3512,-121.8846,anonymous,EN,Yes,"Staying in bed because I was tired and now I’m rushing for work ",77,I tried to accept the situation and my feelings.,,Thought about it a lot,,16,,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111595,3,general,"After waking up this morning I wanted to go to the gym before class, but chose to sleep instead.",general,"Staying in bed because I was tired and now I’m rushing for work "
2025-04-25 10:54:31,2025-04-25 10:54:54,IP Address,174.194.136.71,100,22,True,2025-04-25 10:54:54,R_7lxA7LMZsaNBBQW,Participant,Participant,kpetrova@stanford.edu,109369,34.0544,-118.244,anonymous,EN,No,,,,,,,,,,,"Boutta go eat lunch with my friends! ",Thought about it a little,61,17,7,11,18,17,3,8,,,,,,,,,,109369,3,general,"I decided to apply for a job, but this wasn’t a good idea because I’m getting a ton of spam",general,
2025-04-25 10:56:35,2025-04-25 10:57:58,IP Address,98.45.157.211,100,82,True,2025-04-25 10:57:58,R_6drMzgjpOkiCWGi,Participant,Participant,kpetrova@stanford.edu,112294,37.3479,-122.0351,anonymous,EN,Yes,I regret staying home with my parents instead of going to university this year. I took all online classes just to save some money and now my mental and physical health has been worse than ever.,,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.,I tried to (or made a plan to) change the situation.",,Couldn't stop thinking about it,,82,98,18,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,112294,6,general,I'm just regretting my life's choices more and more with time. I miss being in musicial theatre like 6 years ago in highschool. I regret agreeing to move to the US sooner than I had to. Doing musical theatre and learning to play the viola while having friends and doing cool shit is probably the happiest I've ever been. It feels like my life has been ruined by moving so much and going to 4 highschools and a countless number of elementary schools,followup,I regret staying home with my parents instead of going to university this year. I took all online classes just to save some money and now my mental and physical health has been worse than ever.
2025-04-25 11:16:15,2025-04-25 11:16:38,IP Address,144.178.0.82,100,23,True,2025-04-25 11:16:39,R_1fxF32H5UcOjMek,Participant,Participant,kpetrova@stanford.edu,111760,37.7047,-122.1245,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,100,I tried to accept the situation and my feelings.,,Thought about it a lot,73,51,88,54,"Yes, I think this situation is resolved",111760,4,followup,I drank Thai tea after 12pm yesterday. And I couldn’t fall asleep until 1am and I had to get up at 5am to go to the gym. And work at 9am,general,
2025-04-25 11:17:04,2025-04-25 11:19:19,IP Address,73.15.170.58,100,135,True,2025-04-25 11:19:19,R_6Qi4Ck1dGJlhkJP,Participant,Participant,kpetrova@stanford.edu,111793,37.3419,-121.9754,anonymous,EN,No,,,,,,,,,,,i was announced that i was going to be joining a “leaders in training” group and i felt so nervous and scared of the un-known and of this pressure/responsibility,Thought about it a lot,40,,45,,,65,25,,,,,,,,,,,111793,7,general,,general,
2025-04-25 11:21:47,2025-04-25 11:22:22,IP Address,104.2.162.141,100,34,True,2025-04-25 11:22:22,R_69kZnGvN490b3XP,Participant,Participant,kpetrova@stanford.edu,91237,29.7373,-95.3972,anonymous,EN,No,,,,,,,,,,,Happy to talk to my sister after a while.,Thought about it a little,21,6,15,0,0,80,0,0,,,,,,,,,,91237,6,general,,general,
